DIFFERENT_METHOD_SAME_ARGS,1439195688,1438769719
CHANGE_IDENTIFIER,1439195688,1438769719
DIFFERENT_METHOD_SAME_ARGS,1427391416,1427282101
CHANGE_IDENTIFIER,1427391416,1427282101
CHANGE_NUMERAL,1409647522,1402069208
CHANGE_IDENTIFIER,1381412617,1381412459
CHANGE_IDENTIFIER,1564649723,1555156988
CHANGE_IDENTIFIER,1564649723,1555383898
CHANGE_IDENTIFIER,1564649723,1559649556
CHANGE_IDENTIFIER,1564649723,1563774160
CHANGE_IDENTIFIER,1564649723,1555156988
CHANGE_IDENTIFIER,1564649723,1555383898
CHANGE_IDENTIFIER,1564649723,1559649556
CHANGE_IDENTIFIER,1564649723,1563774160
CHANGE_NUMERAL,1558442660,1557912333
CHANGE_IDENTIFIER,1550138841,1548950950
CHANGE_IDENTIFIER,1550138841,1548950950
CHANGE_IDENTIFIER,1550138841,1548950950
SWAP_BOOLEAN_LITERAL,1538984336,1538721028
CHANGE_IDENTIFIER,1503573374,1477481910
CHANGE_IDENTIFIER,1503573374,1482201745
CHANGE_IDENTIFIER,1503573374,1477481910
CHANGE_IDENTIFIER,1503573374,1482201745
CHANGE_MODIFIER,1434466284,1431532572
CHANGE_MODIFIER,1434466284,1432196218
CHANGE_MODIFIER,1434466284,1433887905
CHANGE_NUMERAL,1434466284,1431532572
CHANGE_NUMERAL,1434466284,1432196218
CHANGE_NUMERAL,1434466284,1433887905
CHANGE_NUMERAL,1434466284,1431532572
CHANGE_NUMERAL,1434466284,1432196218
CHANGE_NUMERAL,1434466284,1433887905
SWAP_BOOLEAN_LITERAL,1409841216,1398363556
SWAP_BOOLEAN_LITERAL,1409841216,1404986750
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_IDENTIFIER,1407338526,1407243655
CHANGE_MODIFIER,1439024412,1431863224
CHANGE_MODIFIER,1439024412,1438215767
CHANGE_MODIFIER,1439024412,1438293440
CHANGE_MODIFIER,1439024412,1438455116
CHANGE_MODIFIER,1439024412,1431863224
